text,label,original_intent,split
clear my calendar on feb 28,lead_intent,calendar_update,test
cancel event scheduled for this afternoon,lead_intent,calendar_update,test
please take off my calendar on saturday the 6th birthday party for john,lead_intent,calendar_update,test
i want to take the 8am meeting with sam on monday the 5th off my calendar,lead_intent,calendar_update,test
please remove lunch with sally that is on my calendar on tuesday the 8th,lead_intent,calendar_update,test
i need buy a birthday gift for sue taken off my calendar  it is on monday or tuesday last week,lead_intent,calendar_update,test
will you remove the dinner with june on saturday the 4th at 7pm from my calendar,lead_intent,calendar_update,test
can you cancel improv class from my calendar for may 7th,lead_intent,calendar_update,test
clear my calendar for may 3rd,lead_intent,calendar_update,test
take work from my calendar for may 7th,lead_intent,calendar_update,test
clear my calendar for september 6th,lead_intent,calendar_update,test
delete jury duty from my calendar for may 7th,lead_intent,calendar_update,test
remove fencing from my calendar for may 7th,lead_intent,calendar_update,test
clear my calendar for february 29th,lead_intent,calendar_update,test
clear my calendar for april 20th,lead_intent,calendar_update,test
clear my calendar for november 11th,lead_intent,calendar_update,test
remove wrestlemania from my calendar for may 7th,lead_intent,calendar_update,test
what can i do to get rid of this event,lead_intent,calendar_update,test
what is the best way to remove this appointment,lead_intent,calendar_update,test
friday needs to be clear on my calendar,lead_intent,calendar_update,test
"i want to bring my card on the texas trip in june, will it be expired by then",escalate,expiration_date,test
"what's the month, year, and day that my card expires",escalate,expiration_date,test
"does my card ending in 1234, or any of my cards, expire soon",escalate,expiration_date,test
"does my card have an expiration date and if so, what is it",escalate,expiration_date,test
"when does my card expire, the one ending in 1234",escalate,expiration_date,test
give me my credit card expiration date,escalate,expiration_date,test
what is the expiration month and year on my credit car,escalate,expiration_date,test
when is the date of expiration for my first bank card,escalate,expiration_date,test
what is the expiration month of my card,escalate,expiration_date,test
what is the expiration date of my credit card,escalate,expiration_date,test
let me know when my credit card expire,escalate,expiration_date,test
when will my citi card expire,escalate,expiration_date,test
when is my credit card expire,escalate,expiration_date,test
when is the expiration month for my card,escalate,expiration_date,test
when is the expiration date of my credit card,escalate,expiration_date,test
what is the expiration date on my chase card,escalate,expiration_date,test
when is the expiration date for me discover,escalate,expiration_date,test
when it my citi card expired,escalate,expiration_date,test
when is my card expired,escalate,expiration_date,test
tell me the expiration date on my credit card,escalate,expiration_date,test
what month is my card expired in,escalate,expiration_date,test
how soon does my credit card expire,escalate,expiration_date,test
when will my new credit card arrive,escalate,expiration_date,test
what month does my credit card expire,escalate,expiration_date,test
what is the date when my visa card will expire,escalate,expiration_date,test
can you tell me what the date of expiry for my visa card is,escalate,expiration_date,test
tell me the expiration date for my visa card,escalate,expiration_date,test
show me the expiration date for my visa card,escalate,expiration_date,test
where should i look for my credit card expiration day,escalate,expiration_date,test
when will my credit card no longer be good,escalate,expiration_date,test
i do not actually need my reservation anymore,escalate,cancel_reservation,test
i need to cancel my reservation for rob at red robin,escalate,cancel_reservation,test
cancel my reservation for bob at red robin,escalate,cancel_reservation,test
i do not want my reservation anymore,escalate,cancel_reservation,test
i need you to cancel my reservation for 5 at red robin,escalate,cancel_reservation,test
please cancel my reservation for tim at jb's,escalate,cancel_reservation,test
i gotta cancel my reservation for barry at red robin,escalate,cancel_reservation,test
i don't need the reservation anymore,escalate,cancel_reservation,test
i want you to cancel my reservation for 5 at red robin,escalate,cancel_reservation,test
i am not in need of my reservation anymore,escalate,cancel_reservation,test
go ahead and cancel my reservation for 5 at red robin,escalate,cancel_reservation,test
i wish to cancel my reservation for fred at red robin,escalate,cancel_reservation,test
i no longer want my reservation anymore,escalate,cancel_reservation,test
please cancel my reservation for 5 at red robin,escalate,cancel_reservation,test
i need you to cancel my reservation for smith at the williams diner,escalate,cancel_reservation,test
i want a cancellation of the dinner reservation for phillips at bernardin's,escalate,cancel_reservation,test
please delete the reservation for roberts at village tavern,escalate,cancel_reservation,test
could you cancel my reservation for winters at the palace tonight,escalate,cancel_reservation,test
i would like you to cancel the dinner reservation for williams at the palace tonight,escalate,cancel_reservation,test
i have to cancel my reservation after all,escalate,cancel_reservation,test
"cancel my reservation for dinner tonight, please",escalate,cancel_reservation,test
i need to cancel my reservation after all,escalate,cancel_reservation,test
"i have to cancel my reservation after all, please",escalate,cancel_reservation,test
"cancel my reservation for dinner this saturday, please",escalate,cancel_reservation,test
"cancel my reservation for dinner this friday, please",escalate,cancel_reservation,test
cancel my reservation for dinner this saturday,escalate,cancel_reservation,test
cancel my reservation for dinner tonight,escalate,cancel_reservation,test
i have to cancel my reservation,escalate,cancel_reservation,test
"i need to cancel my reservation after all, please",escalate,cancel_reservation,test
i need my dinner reservation canceled,escalate,cancel_reservation,test
i would like to hear something funny,faq,tell_joke,test
do you have any monkey jokes,faq,tell_joke,test
know any dad jokes,faq,tell_joke,test
tell me a dog joke,faq,tell_joke,test
heard any good jokes,faq,tell_joke,test
i want to hear a joke about elephants,faq,tell_joke,test
i'd like to hear a lawyer joke,faq,tell_joke,test
tell me a blonde joke,faq,tell_joke,test
do you know any dad jokes,faq,tell_joke,test
tell me a joke about elephants,faq,tell_joke,test
tell me a joke about the subject of sailing,faq,tell_joke,test
give me a joke about water,faq,tell_joke,test
give me a joke about the topic of television,faq,tell_joke,test
give me a joke about the subject of bugs,faq,tell_joke,test
tell me a joke about the topic of mice,faq,tell_joke,test
i would like to hear a joke,faq,tell_joke,test
will you tell me a joke,faq,tell_joke,test
let's hear a joke!,faq,tell_joke,test
"i could use a laugh, got any jokes",faq,tell_joke,test
can you tell me something funny about science,faq,tell_joke,test
can you share something funny about traveling,faq,tell_joke,test
i want to hear your best joke,faq,tell_joke,test
tell me a good joke,faq,tell_joke,test
tell me something funny about horses,faq,tell_joke,test
i want to hear something funny about history,faq,tell_joke,test
can you share a humorous joke with me,faq,tell_joke,test
i want to hear something funny about politicsi,faq,tell_joke,test
let's hear a joke from you please,faq,tell_joke,test
tell me something funny about the middle ages,faq,tell_joke,test
do you know any jokes,faq,tell_joke,test
what do i need to do to cook a chicken,faq,recipe,test
how do i go about cooking a 10lb turkey,faq,recipe,test
how do i get started making homemade pizza dough,faq,recipe,test
what instructions do i need to bake a cake from scratch,faq,recipe,test
how do i make lasagna,faq,recipe,test
how do you make pasta,faq,recipe,test
how do you prepare omelet,faq,recipe,test
how do you prepare taco,faq,recipe,test
how do you make fried rice,faq,recipe,test
how do you cooked eggs,faq,recipe,test
what's a good chili recipe,faq,recipe,test
i need a recipe for chili,faq,recipe,test
search for chili recipes,faq,recipe,test
search for a chili recipe for me,faq,recipe,test
find me a recipe for chili,faq,recipe,test
show me ideas for hamburger,faq,recipe,test
can you get me recipes for eggs please,faq,recipe,test
show me how to make tuna casserole please,faq,recipe,test
recipes for garlic bread please,faq,recipe,test
please tell me a recipe for this meal,faq,recipe,test
can you find me a pork recipe,faq,recipe,test
can you find me a brisket recipe,faq,recipe,test
can you find me a rice recipe,faq,recipe,test
can you find me a salsa recipe,faq,recipe,test
scan you find me a chicken recipe,faq,recipe,test
i need a pasta recipe,faq,recipe,test
i want a recipe for roasted veggies,faq,recipe,test
what is in a burrito recipe,faq,recipe,test
give me a tuna salad recipe,faq,recipe,test
find a recipe for baked ziti,faq,recipe,test
"alexa, buy a new television",lead_intent,order,test
place my order alexa,lead_intent,order,test
"siri, place my amazon order",lead_intent,order,test
"alexa, buy my grocery list",lead_intent,order,test
purchase grass seed from the store,lead_intent,order,test
find inner tube and buy it for me,lead_intent,order,test
can you order me some nacho chips,lead_intent,order,test
i'd like to buy something,lead_intent,order,test
"i need to buy something, please",lead_intent,order,test
i'd like to buy a lamp online,lead_intent,order,test
order all items on my shopping list,lead_intent,order,test
get me an order of creatine powder,lead_intent,order,test
place an order for my whole shopping list,lead_intent,order,test
"order me some doritos, please",lead_intent,order,test
place an order for my entire shopping list,lead_intent,order,test
can you buy something,lead_intent,order,test
make a purchase of doritos,lead_intent,order,test
i'd like to you order everything that's on my shopping list,lead_intent,order,test
please buy me something,lead_intent,order,test
order my whole shopping list,lead_intent,order,test
can you order some more eggs for me since i just ran out,lead_intent,order,test
i've used the last can of tuna fish and need you to order a new case of it,lead_intent,order,test
i've just run out of butter and need you to order me some more,lead_intent,order,test
i'm out of milk so you will order me some more,lead_intent,order,test
can you place an order for the olive oil i just finished,lead_intent,order,test
please go on amazon so i can buy bluetooth speakers,lead_intent,order,test
will you please go on amazon so i can buy speakers,lead_intent,order,test
where can i find bluetooth speakers,lead_intent,order,test
what is the price of bluetooth speakers on amazon,lead_intent,order,test
please order some more pepsi,lead_intent,order,test
my card got declined; why,escalate,card_declined,test
can you help me understand why my card got declined,escalate,card_declined,test
why was my card not accepted,escalate,card_declined,test
can you tell me why my card got declined,escalate,card_declined,test
i was at publix trying to buy some food but my card wouldnt work,escalate,card_declined,test
who do i need to contact to find out why my card got declined,escalate,card_declined,test
i need to know why my card got declined,escalate,card_declined,test
"how do i fix my card, it was declined",escalate,card_declined,test
why did my card get declined at public when i was trying to buy food,escalate,card_declined,test
i was trying to buy food at publix but my card got declined,escalate,card_declined,test
i was trying to use my card to get food at publix but it got declined,escalate,card_declined,test
how can i fix my card being declined,escalate,card_declined,test
"i was trying to get food at publix, why was my card declined",escalate,card_declined,test
do you know why my card got declined,escalate,card_declined,test
why my card stop working,escalate,card_declined,test
my card declined,escalate,card_declined,test
i was in australia trying to buy chips and my cards got declined,escalate,card_declined,test
i was in thailand trying to buy candies and my card got declined,escalate,card_declined,test
why was my card got declined when i am trying to pay for dinner when i am in vietnam,escalate,card_declined,test
i could not buy food using my card when i was in vietnam,escalate,card_declined,test
i was in thailand and i could not use my card to buy snacks,escalate,card_declined,test
can you explain why i couldn't use my card at target,escalate,card_declined,test
why was my card not working at target,escalate,card_declined,test
my credit card was turned down at target and i'd like to know why,escalate,card_declined,test
how come i got declined,escalate,card_declined,test
why can't i use my credit card,escalate,card_declined,test
why won't you let me pay with my credit card,escalate,card_declined,test
why did i get rejected on my card,escalate,card_declined,test
how come my credit card isn't working,escalate,card_declined,test
why didn't my card work,escalate,card_declined,test
how much has the dow changed today,spam,oos,test
how many prime numbers are there between 0 and 100,spam,oos,test
can you tell me how to solve simple algebraic equations with one variable,spam,oos,test
can you dim the brightness of my screen,spam,oos,test
what is the account number to the internet service i have,spam,oos,test
can you see a hdmi cord,spam,oos,test
what veggies can i pair with mushrooms,spam,oos,test
can you put the car in fuel efficient mode,spam,oos,test
at what age can someone get a card,spam,oos,test
please find today's most read stories from the new york times todayi,spam,oos,test
how do i get red wine out of a couch cushion,spam,oos,test
can you tell me who sells dixie paper plates,spam,oos,test
who invented the internet,spam,oos,test
what big news happened over the weekend,spam,oos,test
what is happening in politicsu,spam,oos,test
how is my driving,spam,oos,test
is the earth flat,spam,oos,test
what is the best way to clean ceiling fans,spam,oos,test
please tell me the status of the government shutdown,spam,oos,test
what oil is best for chicken,spam,oos,test
what is today's big article in the washington post,spam,oos,test
has there been anything breaking this afternoon,spam,oos,test
what are yahoo's top stories right now,spam,oos,test
what's at movies,spam,oos,test
what is the amount of blood needed to stay alive,spam,oos,test
can you add a bag to my reservation,spam,oos,test
can you auto-pilot the car,spam,oos,test
wash windshield,spam,oos,test
can you tell me what credit cards i have open,spam,oos,test
did the stock market finish up for the day,spam,oos,test
what is the population of south africa,spam,oos,test
watch the fbi,spam,oos,test
can you find the answer to number 26 in this algebra two textbook,spam,oos,test
how to remove a stripped bolt,spam,oos,test
which stocks have lost the least today,spam,oos,test
what are some things i can do on the way to work,spam,oos,test
how many steps have i taken today,spam,oos,test
can you fill in my credit card number on the screen,spam,oos,test
who won the patriots game last nightu,spam,oos,test
is anything being newscasted about the threat of famine in chadu,spam,oos,test
what are the different types of tvs,spam,oos,test
do laundry,spam,oos,test
what did trump do todayu,spam,oos,test
how many miles does my car currently have,spam,oos,test
close all internet tabs,spam,oos,test
can you sell stocks for me,spam,oos,test
how do you treat an iron skillet,spam,oos,test
how much has microsoft's stock changed over the last year,spam,oos,test
what is the best product for removing soap scum,spam,oos,test
read text,spam,oos,test
park the car,spam,oos,test
show me a list of top rated airlines,spam,oos,test
may i finish washing then i give you please,spam,oos,test
do i have overdraft protection,spam,oos,test
can you delete my saved credit card,spam,oos,test
can you give me the most current market news,spam,oos,test
did the supreme court nominee get approvedu,spam,oos,test
which company has gone up the most today,spam,oos,test
who were the superbowl 23 champions,spam,oos,test
can you tell me how to clean a fish tank,spam,oos,test
open cnn websiteo,spam,oos,test
how do i make my android phone more secure,spam,oos,test
i need to update my address,spam,oos,test
what is that crunchy stuff on creme bruleo,spam,oos,test
which airports do southwest service around the greater new york city area,spam,oos,test
can you retrieve client d's file please,spam,oos,test
can you list all channels of a certain category,spam,oos,test
where does jelly come from,spam,oos,test
can you tell me the s&p average,spam,oos,test
how would you rate the airport i am traveling to,spam,oos,test
am i too old to be a sugar babyo,spam,oos,test
what was the closing number of the nasdaq today,spam,oos,test
has ko gone up or down,spam,oos,test
how many cars average are on the road daily,spam,oos,test
what does the plus sign mean on my dashboard,spam,oos,test
how is ford's stock doing,spam,oos,test
what is my checking account number,spam,oos,test
when should i remove my snow tires,spam,oos,test
which stocks gained the most today,spam,oos,test
what is the fee for a cash advance,spam,oos,test
tell me about the earthquake in california that happened this morning,spam,oos,test
change color contrast,spam,oos,test
what is the golden ratio's number,spam,oos,test
is the bank open on mlk day,spam,oos,test
can i deposit a check,spam,oos,test
"from the second of the left ,the pink one",spam,oos,test
go and check the fridge,spam,oos,test
can you tell me the score of the heat game,spam,oos,test
can you mark this note as important,spam,oos,test
can you tell me how to multiply two fractions,spam,oos,test
i want to find a new car under $25000,spam,oos,test
when is the next full moon,spam,oos,test
how do i change the windshield wipers,spam,oos,test
why is the sky blue,spam,oos,test
should i do a complete stop at red lights,spam,oos,test
are all televisions high definition,spam,oos,test
can you tell me today's headlines pleasei,spam,oos,test
who invented custardo,spam,oos,test
how to be millionare,spam,oos,test
when does the stock market update,spam,oos,test
can you tell me how to get gum out of my rug,spam,oos,test
how can i get a better rate on my card,spam,oos,test
open up internet browser,spam,oos,test
it is white colour,spam,oos,test
what makes pi so mathematically important,spam,oos,test
why can you have the square root of a negative number,spam,oos,test
how much time do i have left on my 0% apr,spam,oos,test
what are the highest-rated android phones,spam,oos,test
what time do i need to arrive to make it on time,spam,oos,test
find articles about the protests in parisi,spam,oos,test
can you tell me how fast the average airplane enroute to california goes,spam,oos,test
how many hurricanes are in an average hurricane season,spam,oos,test
how does my current htc phone compare to other android phones,spam,oos,test
what movies are available,spam,oos,test
how many items are in a bakers dozen,spam,oos,test
what articles are written at the cnn site about the women's march,spam,oos,test
when does napa close,spam,oos,test
what is the current price of tsla,spam,oos,test
when will world war 3 begin,spam,oos,test
what's going on in the world today,spam,oos,test
what battery percentage is my phone at,spam,oos,test
can you sign out of my bank login,spam,oos,test
what is one standard deviation,spam,oos,test
has the market been up or down since the beginning of this year,spam,oos,test
how many moons does mars have,spam,oos,test
what is the cashback rate for my credit card,spam,oos,test
who has the best record in the nba,spam,oos,test
how long is the bank open until,spam,oos,test
what are some good games for my android phone,spam,oos,test
can my grace period be extended any possible way,spam,oos,test
how much over will overdraft protection cover,spam,oos,test
how fast am i going,spam,oos,test
who was the first person to discover cells,spam,oos,test
how many people died in yesterday's storm,spam,oos,test
how much memory do i have left on this phone,spam,oos,test
can i set up mobile deposits,spam,oos,test
sell three calls of of nvda,spam,oos,test
what bills is congress talking about passing or blocking today,spam,oos,test
how much data does my phone have left this month,spam,oos,test
how do i add someone to my account,spam,oos,test
how much money would my house sell for,spam,oos,test
how do i install new cabinets,spam,oos,test
is there a fee for cancelling a flight i've booked,spam,oos,test
delete the contact uncle john from my phone,spam,oos,test
search my contacts for the auto repair place,spam,oos,test
does my carrier have coverage in europe,spam,oos,test
is there a cheaper rate with another carrier for my mobile,spam,oos,test
what are the limits in my phone plan,spam,oos,test
is there a way to change your houses address,spam,oos,test
does dhl deliver to my address,spam,oos,test
how frequently is the bus running today,spam,oos,test
is there a better bus route i should be taking,spam,oos,test
what stores are at my local mall,spam,oos,test
i need to get kalee added to my phone plan,spam,oos,test
what is the price of other company's similar phone plans,spam,oos,test
how long do i have to wait to get my refund,spam,oos,test
how long does it take the irs to issue a tax refund,spam,oos,test
do you know if it is possible to close my savings account,spam,oos,test
how hard is it to close a bank account at wells fargo,spam,oos,test
add my wife as an authorized user to checking account 20905432,spam,oos,test
i would like to upgrade to full coverage for my car,spam,oos,test
who has the cheapest insurance for my model car in the area,spam,oos,test
tell me the value on my current car,spam,oos,test
where can i list my vehicle for sell,spam,oos,test
what is the price to buy more data on my phone,spam,oos,test
i need to add a person to my bank account,spam,oos,test
who is the best local real estate agent,spam,oos,test
i want to install new tiles in my kitchen,spam,oos,test
what's the way for delta to cancel a flight,spam,oos,test
read the phone number for mom in my phone contacts,spam,oos,test
create a contact labeled mom,spam,oos,test
do other providers have better coverage than my cell carrier,spam,oos,test
does centurytel offer any better plans than the one i'm on,spam,oos,test
"what's going on in the world today, anything major",spam,oos,test
what is the extra digits that are sometimes included on my zip code,spam,oos,test
what's the extended zipcode for my address,spam,oos,test
is there an alternate bus stop close to my home i can use,spam,oos,test
what stores are in the local mall,spam,oos,test
"add mary to my phone plan, please",spam,oos,test
how much is it to get more data on my phone plan,spam,oos,test
can i use direct deposit for my tax refund,spam,oos,test
how much of a refund will i get this year,spam,oos,test
please take all my money out of my checking account and close the account,spam,oos,test
what are cars like mine selling for online,spam,oos,test
what's the blue book value of my car,spam,oos,test
what are the last 4 digits of my credit card number,spam,oos,test
switch over to low power mode to preserve battery life,spam,oos,test
show me the most popular nonfiction book currently on the market,spam,oos,test
can you recommend some fiction books,spam,oos,test
how can i repair a broken watch,spam,oos,test
what's out at the theaters right now,spam,oos,test
what is the most popular movie currently in theaters,spam,oos,test
what is the cheapest new car for this year,spam,oos,test
show me new cars with the highest safety rating,spam,oos,test
i am looking for a suit for work,spam,oos,test
i need to find a black suit under $100,spam,oos,test
what is a good laptop for gaming,spam,oos,test
"show me laptops for sale that are under $2,000",spam,oos,test
which element on the periodic table is k,spam,oos,test
what kind of bonds do molecules have,spam,oos,test
how much is my car worth used,spam,oos,test
look up prices for parking at the airport over the weekend,spam,oos,test
what is the best way for dealing with the airport,spam,oos,test
what are my hours this week at work,spam,oos,test
can you check my voicemail,spam,oos,test
how many voicemails are currently in my inbox,spam,oos,test
i would like to know how long a charge is suppose to last on my phone,spam,oos,test
check battery health on this device,spam,oos,test
what is a well reviewed book for a teenage girl to read,spam,oos,test
i want to find new cyberpunk fiction books,spam,oos,test
what channel is cw on,spam,oos,test
what is the most rented movie this week,spam,oos,test
what is a good movie to go see in theaters for a family with young kids,spam,oos,test
i would like to find a stylish suit for a party,spam,oos,test
can you give me suggestions for a professional suit under $200,spam,oos,test
when is it cheapest to travel to hawaii,spam,oos,test
i need a laptop with 16gb of ram,spam,oos,test
what is the best reviewed laptop available on the market,spam,oos,test
give me information about the element carbon and its reactions with hydrogen,spam,oos,test
what is a good chemistry experiment to learn from,spam,oos,test
how much is this years model of my car cost,spam,oos,test
how do i best deal with the airport,spam,oos,test
remind me of the address for my workplace please,spam,oos,test
what time do i have to go to work today,spam,oos,test
how many voicemail messages do i have,spam,oos,test
erase all voicemails in my inbox please,spam,oos,test
can you look up grocery coupons for me,spam,oos,test
what is money used for,spam,oos,test
what are some natural remedies to help ease stress,spam,oos,test
what are some good methods of relieving stress,spam,oos,test
how do you make sure a bridge doesn't fall down,spam,oos,test
what is the median salary for someone with an engineering degree,spam,oos,test
what size pipes are used for sinks,spam,oos,test
why would the water be turned off,spam,oos,test
what is a good sink filter for water,spam,oos,test
what does water taste like,spam,oos,test
are there any sales on groceries today,spam,oos,test
when was my lawn last mowed,spam,oos,test
what store has the best deals going on right now,spam,oos,test
can you tell me the best time to visit downtown when driving,spam,oos,test
am i currently connected to wifi,spam,oos,test
is there an internet outage in my area,spam,oos,test
tell me about personal finance,spam,oos,test
does amazon collect my personal information,spam,oos,test
check the status of my amazon orders for me,spam,oos,test
what is the official language of romania,spam,oos,test
show me the best times to book flights for traveling to another country,spam,oos,test
disconnect from wifi immediately please,spam,oos,test
am i connected to wifi,spam,oos,test
list the contents of my safety deposit box at the bank,spam,oos,test
what's the more secure bank vault,spam,oos,test
what coupons do i have for restaurants,spam,oos,test
how do i make money,spam,oos,test
can you give me some stress management tips,spam,oos,test
how unhealthy is stress,spam,oos,test
what's the best way to build a skyscraper,spam,oos,test
find engineering programs to apply to,spam,oos,test
what kind of glue is used for gluing pipes together,spam,oos,test
check to see how many miles are on my car,spam,oos,test
how do i change my windshield wipers,spam,oos,test
how many ppm of particulate is in my local water,spam,oos,test
what color is water,spam,oos,test
is anything on my grocery list on sale today,spam,oos,test
how long does it take for grass seed to grow on my lawn,spam,oos,test
please activate a wireless hotspot so i can use the internet,spam,oos,test
look up a good broker for mutual funds,spam,oos,test
what are the best personal finance practices,spam,oos,test
will amazon ship an order even if there was a pricing mistake,spam,oos,test
where did mandarin originate from,spam,oos,test
what are some of the most visited countries for people looking to travel abroad,spam,oos,test
tell me which wifi network you are connected to right now,spam,oos,test
what is my current signal strength,spam,oos,test
if i'm locked in a bank vault what's the best way to get out,spam,oos,test
how do i upgrade my operating system,spam,oos,test
how much ram does my computer have,spam,oos,test
is it ok to feed dogs people food,spam,oos,test
how do you fix a leaking sink,spam,oos,test
how do you unclog a toilet,spam,oos,test
can you tell me local crime in my area,spam,oos,test
what's the power consumption of my fridge,spam,oos,test
what is the warranty on my microwave,spam,oos,test
how do i use my microwaves defrost,spam,oos,test
how do you get red wine out of the carpet,spam,oos,test
how do i get stains out of the carpet,spam,oos,test
what is the highest quality carpet available,spam,oos,test
has everyone come home from school,spam,oos,test
what time did my daughter get home from her date,spam,oos,test
is my computer free from viruses,spam,oos,test
are you allowed to call someone a dirty name as part of free speech,spam,oos,test
can you really get arrested for yelling fire in a crowded theater,spam,oos,test
what amendment guarantees the freedom of speech to americans,spam,oos,test
do employers have to honor freedom of speech,spam,oos,test
what's the average score on a round of golf,spam,oos,test
where is the closest driving range,spam,oos,test
when does tiger woods play next,spam,oos,test
how can i improve my golf swing,spam,oos,test
are your step-parent's parents considered your grandparents,spam,oos,test
what's a good gift to get for your grandparents,spam,oos,test
what year did my grandparents get married,spam,oos,test
fun gift ideas to give to grandparents,spam,oos,test
which came first; greek mythology or roman mythology,spam,oos,test
how many greek mythology characters are there,spam,oos,test
who created the world in greek mythology,spam,oos,test
what was hercules the god of,spam,oos,test
how many harry potter books are there,spam,oos,test
what is harry's real name,spam,oos,test
who played ronald weasly,spam,oos,test
how do you repel a bear when you're out on a hike,spam,oos,test
where's the best place to hike in the rockies,spam,oos,test
what should i wear to hike,spam,oos,test
what is the main cause of becoming homeless,spam,oos,test
how many people are jobless in america,spam,oos,test
how many homeless people are there,spam,oos,test
where are most homeless people,spam,oos,test
are indians nowadays reminiscent of a decade ago,spam,oos,test
what were indians like 100 years ago,spam,oos,test
how old is jennifer aniston,spam,oos,test
i need tips on how to overcome insomnia,spam,oos,test
how many people have insomnia,spam,oos,test
what causes dyslexia,spam,oos,test
is insomnia curable,spam,oos,test
what are sigmund freud's most famous books,spam,oos,test
what year was jane austen born,spam,oos,test
where is te lawrence,spam,oos,test
who is jane goodall,spam,oos,test
how long does it take to get your yellow belt in karate,spam,oos,test
what's the most practiced form of mma in the world,spam,oos,test
what is the highest belt in karate,spam,oos,test
where does jiu jitsu originate,spam,oos,test
what's the proper subject verb order in japanese,spam,oos,test
how do i learn more about linguistics,spam,oos,test
what kind of paint do makeup artists use,spam,oos,test
the bus moves with tyre,spam,oos,test
how the bus moves,spam,oos,test
what are some good resources to learn about mental illness,spam,oos,test
are people with a mental illness eligible for disability,spam,oos,test
how many people suffer from mental illness,spam,oos,test
how can i get help for my mental health,spam,oos,test
what's trending now,spam,oos,test
what's the first romantic movie ever made,spam,oos,test
"when was the term ""zombie"" first used",spam,oos,test
what kind of traits do vampires have,spam,oos,test
what do mummies eat,spam,oos,test
send information on flood clean up to my phone,spam,oos,test
what's the cost of buying a sump pump,spam,oos,test
recommend a flood clean up service,spam,oos,test
what is the safest model of airplane to fly in,spam,oos,test
what year was the first airplane built in,spam,oos,test
what's the best reviewed local roof repair place,spam,oos,test
what's the best type of plan to upgrade to,spam,oos,test
give me a suggestion for roofers,spam,oos,test
where can i buy new shingles,spam,oos,test
what's the safest pet to be around toddlers,spam,oos,test
why is my dog vomiting after eating,spam,oos,test
tiger,spam,oos,test
what's the average rent of apartments in my city,spam,oos,test
are there any apartments for rent nearby,spam,oos,test
what are apartment prices now,spam,oos,test
what's the highest building in the world,spam,oos,test
where is the closest architecture college,spam,oos,test
where can i submit my architecture plans,spam,oos,test
who is the best architecture,spam,oos,test
please give me a listing of all the bottled water brands in the area,spam,oos,test
what are the lowest prices of bottled water at costco,spam,oos,test
how do they filter pollutants out of bottled water,spam,oos,test
what's the cost of bottled water,spam,oos,test
what's the cost to have a business card printed,spam,oos,test
when can i get a business card printed locally,spam,oos,test
what to use to design my business cards,spam,oos,test
download all the photos off my phone into the cloud,spam,oos,test
tell me about that kind of cameras,spam,oos,test
how much is the new nikon camera,spam,oos,test
what kind of camera should i buy,spam,oos,test
how much candy have i consumed this week,spam,oos,test
how many flavors of mnm's are there,spam,oos,test
who makes milky way bars,spam,oos,test
how safe is it to consume the substance h2o,spam,oos,test
how many elements are on the periodic table,spam,oos,test
what's the chemical composition of a fart,spam,oos,test
what is phosphorus on the periodic table,spam,oos,test
look up some christmas songs for me,spam,oos,test
is espn covering the golden state warriors game,spam,oos,test
how many calories does doing 20 situps burn,spam,oos,test
what is a normal resting heart rate,spam,oos,test
should i run every day,spam,oos,test
how many months do i left in my hbo subscription,spam,oos,test
when does game of thrones return on hbo,spam,oos,test
cancel my subscription to scientific american,spam,oos,test
i'd like to renew my subscription to playboy,spam,oos,test
what are popular lifestyle magazines,spam,oos,test
what are popular sports magazines,spam,oos,test
how can i use make up to cover a cut on my cheek,spam,oos,test
what's the best make-up to cover a black eye,spam,oos,test
send me videos of how to do a smoky eye,spam,oos,test
whats the best rated lipstick,spam,oos,test
when will the government file another antitrust suit against microsoft,spam,oos,test
when will microsoft drop support for windows 7,spam,oos,test
how do i make a sentence have stylized strike out in microsoft word,spam,oos,test
how can i control where microsoft word inserts a page break,spam,oos,test
what are the current prices for mushrooms,spam,oos,test
what bands are touring in my city this week,spam,oos,test
i need for you to look up some of the major gods in mythology,spam,oos,test
what was the original name of jesus in egyptian myth,spam,oos,test
was the god osiris a titan or an old god,spam,oos,test
tell me who aphrodite is,spam,oos,test
what activities can i to do outside today,spam,oos,test
when will the daffodils bloom this year,spam,oos,test
what zelda games are available on the switch,spam,oos,test
i want to buy some nintendo switch game,spam,oos,test
how much does a nintendo switch cost,spam,oos,test
show me a cool nintendo switch game,spam,oos,test
can you check how many miles i walked today when i was out get the info from my phone,spam,oos,test
can you check how many steps i have walked in the last week from my phone app,spam,oos,test
what should i do if it hurts when i pee,spam,oos,test
what are the symptoms of cancer,spam,oos,test
how many pokemon have i caught in my pokemon go app,spam,oos,test
tell me what pokemon is,spam,oos,test
has the school my kids go to been in the news for any reason,spam,oos,test
are there any school closures today,spam,oos,test
how long is the school year,spam,oos,test
why did a bunch of christians go off murdering muslims in the middle ages,spam,oos,test
what was the point of the crusades,spam,oos,test
what other countries speak the english language,spam,oos,test
why doesn't english have consistent forms,spam,oos,test
do they speak english in australia,spam,oos,test
who teaches english near me,spam,oos,test
can you see what the budget for the united states military was in 2018,spam,oos,test
can you look at what the oldest age is someone can enlist in the army,spam,oos,test
how many years do you need to be in the army to get a college tuition,spam,oos,test
where are most the servicemen right now,spam,oos,test
what movies are playing at my local cinemax,spam,oos,test
what time is a star is born showing,spam,oos,test
what movies are playing,spam,oos,test
